Content,Tmps,EventTemplate
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
0
 
e
u
i
d
=
0
 
t
t
y
=
N
O
D
E
V
s
s
h
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
check pass; user unknown,"{
{
v
a
r
i
a
b
l
e
}
}",check pass; user unknown
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
0
 
e
u
i
d
=
0
 
t
t
y
=
N
O
D
E
V
s
s
h
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
e
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
t
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
u
s
e
r
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
e
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
t
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
u
s
e
r
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
e
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
t
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
u
s
e
r
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
e
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
t
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
u
s
e
r
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
e
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
t
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
u
s
e
r
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
e
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
t
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
u
s
e
r
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,"a
u
t
h
e
n
t
i
c
a
t
i
o
n
 
f
a
i
l
u
r
e
;
 
l
o
g
n
a
m
e
=
 
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
e
u
i
d
=
{
{
v
a
r
i
a
b
l
e
}
}
 
t
t
y
=
{
{
v
a
r
i
a
b
l
e
}
}
 
r
u
s
e
r
=
 
r
h
o
s
t
=
{
{
v
a
r
i
a
b
l
e
}
}
 
u
s
e
r
=
{
{
v
a
r
i
a
b
l
e
}
}",authentication failure; logname= uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
