LineId,EventId,Content,EventTemplate
1,E1,"Registered signal handlers for [TERM, HUP, INT]",Registered signal handlers for <*>
2,E2,"Changing view acls to: yarn,curi",Changing view acls to: <*>
3,E3,"Changing modify acls to: yarn,curi",Changing modify acls to: <*>
4,E4,"SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)",SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(<*>); users with modify permissions: Set(<*>)
5,E2,"Changing view acls to: yarn,curi",Changing view acls to: <*>
6,E3,"Changing modify acls to: yarn,curi",Changing modify acls to: <*>
7,E4,"SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)",SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(<*>); users with modify permissions: Set(<*>)
8,E5,Slf4jLogger started,Slf4jLogger started
9,E6,Starting remoting,Starting <*>
10,E7,Remoting started; listening on addresses :[akka.tcp://sparkExecutorActorSystem@mesos-slave-07:55904],Remoting started; listening on addresses :[<*>]
11,E8,Successfully started service 'sparkExecutorActorSystem' on port 55904.,Successfully started service <*> on port <*>.
12,E9,Created local directory at /opt/hdfs/nodemanager/usercache/curi/appcache/application_1485248649253_0147/blockmgr-70293f72-844a-4b39-9ad6-fb0ad7e364e4,Created local directory at <*>
13,E10,MemoryStore started with capacity 17.7 GB,MemoryStore started with capacity <*>
14,E11,Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:48069,Connecting to driver: <*>://<*>
15,E12,Successfully registered with driver,Successfully registered with driver
16,E6,Starting executor ID 5 on host mesos-slave-07,Starting <*>
17,E8,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 40984.,Successfully started service <*> on port <*>.
18,E13,Server created on 40984,Server created on <*>
19,E14,Trying to register BlockManager,Trying to register <*>
20,E15,Registered BlockManager,Registered <*>
21,E16,Got assigned task 0,Got assigned task <*>
22,E16,Got assigned task 1,Got assigned task <*>
23,E16,Got assigned task 2,Got assigned task <*>
24,E16,Got assigned task 3,Got assigned task <*>
25,E17,Running task 0.0 in stage 0.0 (TID 0),Running task <*> in stage <*> (TID <*>)
26,E17,Running task 2.0 in stage 0.0 (TID 2),Running task <*> in stage <*> (TID <*>)
