EventId,EventTemplate
E1,"<*> ""GET <*> HTTP/<*>"" status: <*> len: <*> time: <*>"
E2,[instance: <*>] VM Started (Lifecycle Event)
E3,[instance: <*>] VM Paused (Lifecycle Event)
E4,[instance: <*>] During sync_power_state the instance has a pending task (<*>). Skip.
E5,image <*> at (<*>): checking
E6,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
E7,Active base files: <*>
E8,Creating event <*> for instance <*>
E9,"<*> ""POST <*> HTTP/<*>"" status: <*> len: <*> time: <*>"
E10,[instance: <*>] VM Resumed (Lifecycle Event)
E11,[instance: <*>] Instance spawned successfully.
E12,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.
E13,[instance: <*>] Took <*> seconds to build instance.
E14,Auditing locally available compute resources for node <*>
E15,"Total usable vcpus: <*>, total allocated vcpus: <*>"
E16,Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=<*>
E17,Compute_service record updated for <*>
E18,"<*> ""DELETE <*> HTTP/<*>"" status: <*> len: <*> time: <*>"
E19,[instance: <*>] Terminating instance
E20,[instance: <*>] Instance destroyed successfully.
E21,[instance: <*>] Deleting instance files <*>
E22,[instance: <*>] Deletion of <*> complete
E23,[instance: <*>] Took <*> seconds to destroy the instance on the hypervisor.
E24,[instance: <*>] Took <*> seconds to deallocate network for instance.
E25,Unknown base file: <*>
E26,Removable base files: <*>
E27,Removing base or swap file: <*>
E28,HTTP exception thrown: <*>
E29,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
E30,"[instance: <*>] Total memory: <*> MB, used: <*> MB"
E31,"[instance: <*>] memory limit: <*> MB, free: <*> MB"
E32,"[instance: <*>] Total disk: <*> GB, used: <*> GB"
E33,"[instance: <*>] disk limit not specified, defaulting to unlimited"
E34,"[instance: <*>] Total vcpu: <*> VCPU, used: <*> VCPU"
E35,"[instance: <*>] vcpu limit not specified, defaulting to unlimited"
E36,[instance: <*>] Claim successful
E37,[instance: <*>] Creating image
E38,[instance: <*>] VM Stopped (Lifecycle Event)
E39,Successfully synced instances from host '<*>'.
E40,Running instance usage audit for host <*> from <*> to <*>. <*> instances.
E41,Base or swap file too young to remove: <*>
E42,The instance sync for host <*> did not match. Re-created its InstanceList.
E43,"While synchronizing instance power states, found <*> instances in the database and <*> instances on the hypervisor."
