EventId,EventTemplate
E1,session closed for user <*>
E2,session opened for user <*> by (uid=<*>)
E3,(<*>) CMD (<*>)
E4,data_thread() got not answer from any [<*>] datasource
E5,"synchronized to <*>, stratum <*>"
E6,[<*>]: ********************** NEW SWEEP ********************
E7,[ib_sm_sweep.c:<*>]: No topology change
E8,[<*>]: No configuration change required
E9,Local disconnected: <*>.
E10,connection lost: '<*>'
E11,unable to qualify my own domain name (<*>) -- using short name
E12,"<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>"
E13,"jA9J1UvC004306: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=<*>, dsn=<*>, stat=<*>"
E14,"jA9J1Wd7019391: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=<*>, dsn=<*>, stat=<*>"
E15,"jA9J1WSU011176: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=<*>, dsn=<*>, stat=<*>"
E16,"jA9J1WFE024258: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=<*>, dsn=<*>, stat=<*>"
E17,DHCPDISCOVER from <*> via <*>
E18,DHCPOFFER on <*> to <*> via <*>
E19,"jA9J1dQ7016560: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=<*>, dsn=<*>, stat=<*>"
E20,DHCPACK on <*> to <*> via <*>
E21,DHCPREQUEST for <*> (<*>) from <*> via <*>
E22,START: tftp pid=<*> from=<*>
E23,RRD_update (<*>): illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
E24,kernel time sync disabled <*>
E25,time reset <*> s
E26,Received SNMP packet(s) from <*>
E27,kernel time sync enabled <*>
E28,My unqualified host name (<*>) unknown; sleeping for retry
E29,<*> (Kernel Module GPG key)
E30,(supports S0 S4 S5)
E31,DSDT (v001 <*> <*> <*> <*> <*>) @ <*>
E32,FADT (v001 <*> <*> <*> <*> <*>) @ <*>
E33,HPET (v001 <*> <*> <*> <*> <*>) @ <*>
E34,HPET id: <*> base: <*>
E35,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> dfl dfl)
E36,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> <*>)
E37,IOAPIC (id[<*>] address[<*>] gsi_base[<*>])
E38,<*> used by override.
E39,Interpreter enabled
E40,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled)
E41,LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
E42,Local APIC address <*>
E43,MADT (<*> <*> <*> <*> <*>) @ <*>
E44,MCFG (v001 <*> <*> <*> <*> <*>) @ <*>
E45,PCI Interrupt Link [LNKA] (IRQs <*>) <*>
E46,PCI Interrupt Link [LNKB] (IRQs <*>)
E47,"PCI Interrupt Link [LNKC] (IRQs <*>), <*>"
E48,"PCI Interrupt Link [LNKD] (IRQs <*>), <*>, disabled."
E49,"PCI Interrupt Link [LNKE] (IRQs <*>), <*>, disabled."
E50,"PCI Interrupt Link [LNKF] (IRQs <*>), <*>, disabled."
E51,"PCI Interrupt Link [LNKG] (IRQs <*>), <*>, disabled."
E52,"PCI Interrupt Link [LNKH] (IRQs <*>), <*>, disabled."
E53,PCI Interrupt Routing Table [<*>]
E54,PCI Root Bridge [PCI0] (<*>)
E55,"PCI interrupt <*>[<*>] -> GSI <*> (<*>, <*>) -> IRQ <*>"
E56,Power Button (<*>) [<*>]
E57,Processor [<*>] (supports <*>)
E58,RSDP (v000 <*> ) @ <*>
E59,RSDT (v001 <*> <*> <*>) @ <*>
E60,SPCR (v001 <*> <*> <*> <*> <*>) @ <*>
E61,Subsystem revision <*>
E62,Using <*> for interrupt routing
E63,Intel(R) Xeon(TM) CPU <*> stepping <*>
E64,L2 cache: <*>
E65,Physical Processor ID: <*>
E66,"Trace cache: <*> uops, L1 D cache: <*>"
E67,colour <*> <*>
E68,mounted filesystem with ordered data mode.
E69,"sys_ia32.c,v <*> <*> <*> <*> Exp $"
E70,"apic_id <*>, version <*>, address <*>, GSI <*>"
E71,"routing cache hash table of <*> buckets, <*>"
E72,PCI Hot Plug PCI Core version: <*>
E73,root=<*> initrd=<*> console=<*> fastboot BOOT_IMAGE=<*>
E74,Registered protocol family <*>
E75,Using software <*> for IO (SWIOTLB)
E76,Probing PCI hardware (bus <*>)
E77,Transparent bridge - <*>
E78,Using <*> for IRQ routing
E79,Using MMCONFIG at <*>
E80,Using configuration type <*>
E81,Compressed image found at block <*>
E82,Disabled at <*>.
E83,Initializing.
E84,Registering netfilter hooks
E85,Starting in <*> mode
E86,Unregistering netfilter hooks
