EventId,EventTemplate
E1,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
E2,Thermal pressure state: <*> Memory pressure state: <*>
E3,FA||Url||taskID[<*>] dealloc
E4,ARPT: <*>: AirPort_Brcm43xx::syncPowerState: WWEN[enabled]
E5,ARPT: <*>: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable]
E6,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:<*>:D8A5:90FF:FEF5:7FFF)
E7,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*>,"
E8,"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>"
E9,ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload
E10,<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>
E11,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL
E12,"ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
E13,AppleCamIn::systemWakeCall - messageType = <*>
E14,"setting hostname to ""authorMacBook-Pro.local"""
E15,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
E16,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
E17,[<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.
E18,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
E19,AirPort: Link Down on awdl0. Reason <*> (Unspecified).
E20,"PM response took <*> ms (<*>, powerd)"
E21,"ARPT: <*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>, last RSSI <*>"
E22,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>
E23,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
E24,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)"
E25,"network_reachability_changed : network is not reachable, netbiosd is shutting down"
E26,CCFile::captureLogRun() Exiting CCFile::captureLogRun
E27,com.apple.Addres(<*>) deny network-outbound /private/var/run/mDNSResponder
E28,ARPT: <*>: wl0: MDNS: IPV6 Addr: <*>:f140:<*>
E29,AirPort: Link Up on en0
E30,Sandbox: com.apple.Addres(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder
E31,ARPT: <*>: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable]
E32,AirPort: Link Up on awdl0
E33,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds
E34,mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>:F140:<*>:C6B3:01FF:FECD:467F)
E35,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>
E36,"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>"
E37,en0::IO80211Interface::postMessage bssid changed
E38,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
E39,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>
E40,mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:<*>:C6B3:01FF:FECD:467F)
