EventId,EventTemplate
E1,session closed for user <*>
E2,session opened for user <*> by (uid=<*>)
E3,(root) CMD (<*>)
E4,data_thread() got not answer from any [<*>] datasource
E5,"synchronized to <*>, stratum <*>"
E6,[<*>]: ********************** NEW SWEEP ********************
E7,[<*>]: No topology change
E8,[<*>]: No configuration change required
E9,Local disconnected: <*>.
E10,connection lost: '<*>'
E11,unable to qualify my own domain name (<*>) -- using short name
E12,"jA9J1UvC004306: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>"
E13,"jA9J1UvC004306: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>"
E14,"jA9J1Wd7019391: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>"
E15,"jA9J1Wd7019391: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=<*> [<*>], dsn=<*>, stat=<*>"
E16,"jA9J1WSU011176: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>"
E17,"jA9J1WSU011176: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>"
E18,"jA9J1WFE024258: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>"
E19,"jA9J1WFE024258: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>"
E20,DHCPDISCOVER from <*> via <*>
E21,DHCPOFFER on <*> to <*> via <*>
E22,"jA9J1dQ7016560: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>"
E23,"jA9J1dQ7016560: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=<*> [<*>], dsn=<*>, stat=<*>"
E24,DHCPACK on <*> to <*> via <*>
E25,DHCPREQUEST for <*> (<*>) from <*> via <*>
E26,START: tftp pid=<*> from=<*>
E27,RRD_update (<*>): illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
E28,kernel time sync disabled <*>
E29,time reset +<*> s
E30,Received SNMP packet(s) from #<*>#
E31,kernel time sync enabled <*>
E32,My unqualified host name (<*>) unknown; sleeping for retry
E33,CentOS-<*> (Kernel Module GPG key)
E34,(supports <*> <*> <*>)
E35,DSDT (v001 <*> <*> <*> <*> <*>) @ <*>
E36,FADT (v001 <*> <*> <*> <*> <*>) @ <*>
E37,HPET (v001 <*> <*> <*> <*> <*>) @ <*>
E38,HPET id: <*> base: <*>
E39,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> dfl dfl)
E40,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> <*>)
E41,IOAPIC (id[<*>] address[<*>] gsi_base[<*>])
E42,<*> used by override.
E43,Interpreter enabled
E44,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled)
E45,LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
E46,Local APIC address <*>
E47,MADT (v001 <*> <*> <*> <*> <*>) @ <*>
E48,MCFG (<*> <*> <*> <*> <*> <*>) @ <*>
E49,PCI Interrupt Link [LNKA] (IRQs <*>) <*>
E50,PCI Interrupt Link [LNKB] (IRQs <*>)
E51,PCI Interrupt Link [LNKC] (IRQs <*>) <*>
E52,"PCI Interrupt Link [LNKD] (IRQs <*>) <*>, disabled."
E53,"PCI Interrupt Link [LNKE] (IRQs <*>) <*>, disabled."
E54,"PCI Interrupt Link [LNKF] (IRQs <*>) <*>, disabled."
E55,"PCI Interrupt Link [LNKG] (IRQs <*>) <*>, disabled."
E56,"PCI Interrupt Link [LNKH] (IRQs <*>) <*>, disabled."
E57,PCI Interrupt Routing Table [<*>]
E58,PCI Root Bridge [<*>] (<*>)
E59,"PCI interrupt <*> -> GSI <*> (<*>, <*>) -> IRQ <*>"
E60,Power Button (<*>) [<*>]
E61,Processor [<*>] (supports <*>)
E62,RSDP (<*> ) @ <*>
E63,RSDT (v001 <*> <*> <*> <*> <*>) @ <*>
E64,SPCR (<*> <*> <*> <*> <*> <*>) @ <*>
E65,Subsystem revision <*>
E66,Using <*> for interrupt routing
E67,Intel(R) Xeon(TM) CPU <*> stepping <*>
E68,L2 cache: <*>
E69,Physical Processor ID: <*>
E70,"Trace cache: <*> uops, L1 D cache: <*>"
E71,colour <*> <*>
E72,mounted filesystem with ordered data mode.
E73,"<*>,v <*> <*> <*> <*> Exp $"
E74,"apic_id <*>, version <*>, address <*>, GSI <*>"
E75,"routing cache hash table of <*> buckets, <*>"
