EventId,EventTemplate
E1,Loaded Servicing Stack <*> with Core: <*>
E2,<*> <*> (<*> version <*>) called (stack @<*> @<*> @<*> @<*> @<*> @<*>)
E3,Ending <*> initialization.
E4,Starting the <*> main loop.
E5,TrustedInstaller service starts successfully.
E6,SQM: Initializing online with Windows opt-in: <*>
E7,SQM: Cleaning up report files older than <*> days.
E8,SQM: Requesting upload of all unsent reports.
E9,"SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*>]"
E10,SQM: Failed to start standard sample upload. [HRESULT = <*> - <*>]
E11,"SQM: Queued <*> file(s) for upload with pattern: <*>, flags: <*>"
E12,SQM: Warning: Failed to upload all unsent reports. [HRESULT = <*> - <*>]
E13,"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending."
E14,NonStart: Checking to ensure startup processing was not required.
E15,"<*> IAdvancedInstallerAwareStore_ResolvePendingTransactions (call <*>) (flags = <*>, progress = <*>, phase = <*>, pdwDisposition = <*>"
E16,"<*> Creating NT transaction (seq <*>), objectname [<*>]""<*>"""
E17,"<*> Created NT transaction (seq <*>) result <*>, handle @<*>"
E18,<*> CSI perf trace:
E19,"NonStart: <*>, startup processing not required as expected."
E20,Startup processing thread terminated normally
E21,<*> CSI Store <*> (<*>) initialized
E22,Session: <*> initialized by client <*>.
E23,Warning: <*>.
E24,Expecting attribute name [HRESULT = <*> - <*>]
E25,Failed to get next element [HRESULT = <*> - <*>]
E26,Failed to internally open package. [HRESULT = <*> - <*>]
E27,"Read out cached package applicability for package: <*>, ApplicableState: <*>, CurrentState:<*>"
E28,Failed to create backup log cab. [HRESULT = <*> - <*>]
E29,Reboot mark refs incremented to: <*>
E30,Scavenge: <*>
E31,"<*> CSI Transaction @<*> initialized for deployment engine <*> with flags <*> and client id [<*>]""TI6.<*>/"""
E32,0000000a Performing <*> operations; <*> are not lock/unlock and follow:
E33,"0000000b Store coherency cookie matches last scavenge cookie, skipping scavenge."
E34,0000000c ICSITransaction::Commit calling IStorePendingTransaction::Apply - coldpatching=<*> applyflags=<*>
E35,<*> CSI Transaction @<*> destroyed
E36,Reboot mark refs: <*>
E37,Idle processing thread terminated normally
E38,Ending the <*> main loop.
E39,Starting <*> finalization.
E40,Ending <*> finalization.
E41,Starting TrustedInstaller initialization.
E42,"Loading offline registry hive: <*>, into registry key '<*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/<*>' from path '<*>'."
E43,"Loading offline registry hive: <*>, into registry key '<*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Users/default/<*>' from path '<*>'."
E44,"Loading offline registry hive: <*>, into registry key '<*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/system32/smi/store/Machine/<*>' from path '<*>'."
E45,Offline image is: <*>
E46,"Disabling manifest caching, because the image is not <*>."
E47,<*> PopulateComponentFamiliesKey - Begin
E48,<*> PopulateComponentFamiliesKey - End
E49,Unloading offline registry hive: <*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SOFTWARE
E50,Unloading offline registry hive: <*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SYSTEM
E51,Unloading offline registry hive: <*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SECURITY
E52,Unloading offline registry hive: <*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SAM
E53,Unloading offline registry hive: <*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/COMPONENTS
E54,Unloading offline registry hive: <*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/DEFAULT
E55,Unloading offline registry hive: <*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Users/default/ntuser.dat
E56,Unloading offline registry hive: <*>GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/system32/smi/store/Machine/schema.dat
