EventId,EventTemplate
E1,Notification time out: <*>
E2,Received connection request /<*>
E3,Send worker leaving thread
E4,Interrupted while waiting for message on queue
E5,"Connection broken for id <*>, my id = <*>, error = <*>"
E6,Interrupting <*>
E7,Closed socket connection for client /<*> which had sessionid <*>
E8,caught <*> exception
E9,Client attempting to renew session <*> at <*>
E10,Client attempting to establish new session at /<*>
E11,Established session <*> with negotiated timeout <*> for client /<*>
E12,Accepted socket connection from /<*>
E13,Unexpected Exception: <*>
E14,Connection request from old client /<*>; will be dropped if server is in r-o mode
E15,Server environment:<*>=<*>
E16,Cannot open channel to <*> at election address <*>
E17,Processed session termination for sessionid: <*>
E18,"Expiring session <*>, timeout of <*> exceeded"
E19,******* GOODBYE /<*> ********
E20,LOOKING
E21,My election bind port: <*>
E22,"Have smaller server identifier, so dropping the connection: (<*>, <*>)"
E23,FOLLOWING
E24,"New election. My id = <*>, proposed zxid=<*>"
E25,FOLLOWING - LEADER ELECTION TOOK - <*>
E26,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), <*> (n.state), <*> (n.sid), <*> (n.peerEPoch), <*> (my state)"
E27,autopurge.snapRetainCount set to <*>
E28,Revalidating client: <*>
E29,Closed socket connection for client /<*> (no session established for client)
E30,Exception causing close of session <*> due to <*>
E31,tickTime set to <*>
E32,Unexpected exception causing shutdown while <*> still open
E33,Got user-level KeeperException when processing sessionid:<*> type:<*> cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = <*> for <*>
E34,Starting <*>
E35,Snapshotting: <*> to <*>
E36,autopurge.purgeInterval set to <*>
E37,Follower sid: <*> : <*> : <*>
E38,maxSessionTimeout set to <*>
E39,Have quorum of supporters; starting up and setting last processed zxid: <*>
E40,shutdown of <*> complete
E41,First is <*>
E42,Reading snapshot <*>
E43,Sending <*>
E44,Getting a snapshot from <*>
E45,minSessionTimeout set to <*>
