LineId,EventId,Content,EventTemplate
1,E1,Created MRAppMaster for application appattempt_1445144423722_0020_000001,Created MRAppMaster for application <*>
2,E2,Executing with tokens:,Executing with tokens:
3,E3,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)","Kind: <*>, Service: <*>, Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)"
4,E4,Using mapred newApiCommitter.,Using <*>.
5,E5,OutputCommitter set in config null,OutputCommitter set in config <*>
6,E6,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,OutputCommitter is <*>
7,E7,Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Registering class <*> for class <*>
8,E7,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobEventDispatcher,Registering class <*> for class <*>
9,E7,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskEventDispatcher,Registering class <*> for class <*>
10,E7,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskAttemptEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskAttemptEventDispatcher,Registering class <*> for class <*>
11,E7,Registering class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventType for class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Registering class <*> for class <*>
12,E7,Registering class org.apache.hadoop.mapreduce.v2.app.speculate.Speculator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$SpeculatorEventDispatcher,Registering class <*> for class <*>
13,E7,Registering class org.apache.hadoop.mapreduce.v2.app.rm.ContainerAllocator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerAllocatorRouter,Registering class <*> for class <*>
14,E7,Registering class org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncher$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerLauncherRouter,Registering class <*> for class <*>
15,E8,Default file system [hdfs://msra-sa-41:9000],Default file system [<*>]
16,E8,Default file system [hdfs://msra-sa-41:9000],Default file system [<*>]
17,E8,Default file system [hdfs://msra-sa-41:9000],Default file system [<*>]
18,E9,Emitting job history data to the timeline server is not enabled,Emitting job history data to the timeline server is not enabled
19,E7,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,Registering class <*> for class <*>
20,E10,loaded properties from hadoop-metrics2.properties,loaded properties from <*>
21,E11,Scheduled snapshot period at 10 second(s).,Scheduled snapshot period at <*> second(s).
22,E12,MRAppMaster metrics system started,MRAppMaster metrics system started
23,E13,Adding job token for job_1445144423722_0020 to jobTokenSecretManager,Adding job token for <*> to jobTokenSecretManager
24,E14,Not uberizing job_1445144423722_0020 because: not enabled; too many maps; too much input;,Not uberizing <*> because: <*>.
25,E15,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,Input size for job <*> = <*>. Number of splits = <*>
26,E16,Number of reduces for job job_1445144423722_0020 = 1,Number of reduces for job <*> = <*>
27,E17,job_1445144423722_0020Job Transitioned from NEW to INITED,<*> Transitioned from <*> to <*>
28,E18,"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020.","MRAppMaster launching normal, non-uberized, multi-container job <*>."
29,E4,Using callQueue class java.util.concurrent.LinkedBlockingQueue,Using <*>.
30,E19,Starting Socket Reader #1 for port 62260,Starting Socket Reader <*> for port <*>
31,E20,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,Adding protocol <*> to the server
32,E21,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,Instantiated MRClientService at <*>
33,E22,IPC Server Responder: starting,IPC Server Responder: <*>
34,E23,IPC Server listener on 62260: starting,IPC Server listener on <*>: starting
35,E24,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,Logging to <*> via <*>
36,E25,Http request log for http.requests.mapreduce is not defined,Http request log for <*> is not defined
37,E26,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),Added global filter <*> (class=<*>)
38,E27,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,Added filter <*> (class=<*>) to context <*>
39,E27,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,Added filter <*> (class=<*>) to context <*>
40,E28,adding path spec: /mapreduce/*,adding path spec: <*>
41,E28,adding path spec: /ws/*,adding path spec: <*>
42,E29,Jetty bound to port 62267,Jetty bound to port <*>
43,E30,jetty-6.1.26,jetty-<*>
44,E31,Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,Extract <*> to <*>
45,E32,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>
46,E33,Web app /mapreduce started at 62267,Web app /mapreduce started at <*>
47,E34,Registered webapp guice modules,Registered webapp <*> modules
48,E4,Using callQueue class java.util.concurrent.LinkedBlockingQueue,Using <*>.
49,E35,JOB_CREATE job_1445144423722_0020,JOB_CREATE <*>
50,E36,nodeBlacklistingEnabled:true,nodeBlacklistingEnabled:true
51,E37,maxTaskFailuresPerNode is 3,maxTaskFailuresPerNode is <*>
52,E38,blacklistDisablePercent is 33,blacklistDisablePercent is <*>
53,E19,Starting Socket Reader #1 for port 62270,Starting Socket Reader <*> for port <*>
54,E23,IPC Server listener on 62270: starting,IPC Server listener on <*>: starting
55,E22,IPC Server Responder: starting,IPC Server Responder: <*>
56,E39,Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030,Connecting to ResourceManager at <*>
57,E40,"maxContainerCapability: <memory:8192, vCores:32>","maxContainerCapability: <memory:<*>, vCores:<*>"
58,E41,queue: default,queue: <*>
59,E42,Upper limit on the thread pool size is 500,Upper limit on the thread pool size is <*>
60,E43,yarn.client.max-cached-nodemanagers-proxies : 0,yarn.client.max-cached-nodemanagers-proxies : <*>
61,E17,job_1445144423722_0020Job Transitioned from INITED to SETUP,<*> Transitioned from <*> to <*>
62,E44,Processing the event EventType: JOB_SETUP,Processing the event EventType: <*>
63,E17,job_1445144423722_0020Job Transitioned from SETUP to RUNNING,<*> Transitioned from <*> to <*>
64,E45,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Resolved <*> to <*>
65,E45,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Resolved <*> to <*>
