EventId,EventTemplate
E1,session closed for user <*>
E2,session opened for user <*> by (uid=<*>)
E3,(<*>) CMD (run-parts <*>)
E4,data_thread() got not answer from any [<*>] datasource
E5,"synchronized to <*>, stratum <*>"
E6,[<*>: <*>]: ********************** NEW SWEEP ********************
E7,[<*>]: No topology change
E8,[<*>]: No configuration change required
E9,Local disconnected: Connection closed.
E10,connection lost: '<*>'
E11,unable to qualify my own domain name (<*>) -- using short name
E12,"<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=<*>"
E13,"<*>: to=<*>, ctladdr=<*> (<*>), delay=<*>, xdelay=<*>, mailer=<*>, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=<*>: <*> by [<*>]"
E14,DHCPDISCOVER from <*> via eth1
E15,DHCPOFFER on <*> to <*> via eth1
E16,DHCPDISCOVER from <*> via eth1: network <*>: no free leases
E17,DHCPACK on <*> to <*> via eth1
E18,DHCPREQUEST for <*> (<*>) from <*> via eth1
E19,START: tftp pid=<*> from=<*>
E20,DHCPREQUEST for <*> (<*>) from <*> via eth1: unknown lease <*>.
E21,RRD_update (<*>): illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
E22,kernel time sync disabled <*>
E23,time reset +<*> s
E24,Received SNMP packet(s) from <*>
E25,kernel time sync enabled <*>
E26,(<*>) CMD (<*>/get_temps <*>)
E27,My unqualified host name (<*>) unknown; sleeping for retry
E28,<*> (Kernel Module GPG key)
E29,(supports <*> <*> <*>)
E30,DSDT (v001 <*> <*> <*> <*> <*>) @ <*>
E31,FADT (v001 <*> PE BKC <*> MSFT <*>) @ <*>
E32,HPET (<*> DELL PE BKC <*> MSFT <*>) @ <*>
E33,HPET id: <*> base: <*>
E34,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> dfl dfl)
E35,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> <*>)
E36,IOAPIC (id[<*>] address[<*>] gsi_base[<*>])
E37,IRQ0 used by override.
E38,<*> used by override.
E39,Interpreter enabled
E40,LAPIC (acpi_id[<*>] lapic_id[<*>] enabled)
E41,LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
E42,Local APIC address <*>
E43,MADT (v001 <*> PE BKC <*> MSFT <*>) @ <*>
E44,MCFG (<*> <*> <*> <*> <*>) @ <*>
E45,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) <*>
E46,PCI Interrupt Routing Table [<*>]
E47,PCI Root Bridge [PCI0] (<*>)
E48,"PCI interrupt <*>[<*>] -> GSI <*> (<*>, <*>) -> IRQ <*>"
E49,Power Button (FF) [PWRF]
E50,Processor [<*>] (supports <*>)
E51,RSDP (<*> ) @ <*>
E52,RSDT (v001 <*> <*> <*> <*>) @ <*>
E53,SPCR (v001 <*> PE BKC <*> MSFT <*>) @ <*>
E54,Subsystem revision <*>
E55,Using IOAPIC for interrupt routing
E56,Intel(R) Xeon(TM) CPU <*> stepping <*>
E57,L2 cache: <*>
E58,Physical Processor ID: <*>
E59,"Trace cache: <*> uops, L1 D cache: <*>"
E60,colour VGA+ <*>
E61,mounted filesystem with ordered data mode.
E62,"sys_ia32.c,v <*> <*> <*> ak Exp $"
E63,"apic_id <*>, version <*>, address <*>, GSI <*>-<*>"
E64,"routing cache hash table of <*> buckets, <*>"
E65,PCI Hot Plug PCI Core version: <*>
E66,"root=<*> initrd=<*> console=<*> console=<*>,<*> fastboot BOOT_IMAGE=<*>"
E67,Registered protocol family <*>
E68,Using software bounce buffering for IO (SWIOTLB)
E69,Probing PCI hardware (bus <*>)
E70,Transparent bridge - <*>
E71,Using ACPI for IRQ routing
E72,Using MMCONFIG at <*>
E73,Using configuration type <*>
E74,Compressed image found at block <*>
E75,Disabled at runtime.
E76,Initializing.
E77,Registering netfilter hooks
E78,Starting in permissive mode
E79,Unregistering netfilter hooks
E80,Hash tables configured (established <*> bind <*>)
E81,Direct-Access ANSI SCSI revision: <*>
E82,Processor ANSI SCSI revision: <*>
E83,Disk quotas <*>
E84,Mounted root (<*> filesystem).
E85,MegaRAID Model: LD <*> <*> <*> Rev: <*>
E86,PE/PV Model: <*> SCSI BP Rev: <*>
E87,initialized
E88,initializing netlink socket (disabled)
E89,passed.
E90,<*> (<*>-<*>-<*>) initialised: <*>
E91,allocating divert_blk for <*>
E92,not allocating divert_blk for non-ethernet device <*>
E93,<*>:USB HID core driver
E94,eth0: <*>: Intel(R) PRO/<*> Network Connection
E95,eth0: <*>: NIC Link is Up <*> Mbps Full Duplex
E96,eth1: e1000_probe: <*> Network Connection
E97,no floppy controllers found
E98,RNG not detected
E99,Wait for ready failed before probe !
E100,Assuming <*> system bus speed for PIO modes; override with idebus=<*>
