EventId,EventTemplate
E1,instruction cache parity error corrected
E2,<*> double-hummer alignment exceptions
E3,"CE sym <*>, at <*>, mask <*>"
E4,ciod: failed to read message prefix on control stream (CioStream socket to <*>
E5,generating core.<*>
E6,force load/store alignment...............<*>
E7,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>
E8,ciod: LOGIN chdir(<*>) failed: No such file or directory
E9,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>"
E10,data TLB error interrupt
E11,ciod: Message code <*> is not <*> or <*>
E12,data storage interrupt
E13,instruction address: <*>
E14,data address: <*>
E15,machine check: i-fetch......................<*>
E16,program interrupt: illegal instruction......<*>
E17,exception syndrome register: <*>
E18,data store interrupt caused by dcbf.........<*>
E19,program interrupt: privileged instruction...<*>
E20,program interrupt: trap instruction.........<*>
E21,program interrupt: imprecise exception......<*>
E22,store operation.............................<*>
E23,machine state register: <*>
E24,data store interrupt caused by icbi.........<*>
E25,"problem state (<*>=sup,<*>=usr).......<*>"
E26,floating point instr. enabled.....<*>
E27,auxiliary processor.........................<*>
E28,machine check enable..............<*>
E29,floating pt ex mode <*> enable......<*>
E30,program interrupt: unimplemented operation..<*>
E31,debug interrupt enable............<*>
E32,byte ordering exception.....................<*>
E33,core configuration register: <*>
E34,program interrupt: fp cr update.............<*>
E35,guaranteed instruction cache block touch.<*>
E36,program interrupt: fp cr field .............<*>
E37,guaranteed data cache block touch........<*>
E38,icache prefetch depth....................<*>
E39,icache prefetch threshold...............<*>
E40,wait state enable.................<*>
E41,critical input interrupt enable...<*>
E42,special purpose registers:<*>
E43,lr:<*> cr:<*> xer:<*> ctr:<*>
E44,rts internal error
E45,debug wait enable.................<*>
E46,disable store gathering..................<*>
E47,total of <*> ddr error(s) detected and corrected
E48,"ciod: Error loading <*>: invalid or missing program image, No such file or directory"
E49,ciod: Error creating node map from file <*>: No child processes
E50,program interrupt
E51,Node card is not fully functional
E52,ciod: Error creating node map from file <*>: Bad file descriptor
E53,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
E54,Can not get assembly information for node card
E55,ciod: Missing or invalid fields on line <*> of node map file <*>
E56,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
E57,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>
E58,ciod: Error creating node map from file <*>: Block device required
E59,rts panic! - stopping execution
E60,ciod: Error creating node map from file <*>: Permission denied
E61,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>
E62,"rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>"
E63,<*> floating point alignment exceptions
E64,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>
E65,NodeCard is not fully functional
E66,"Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is <*>. Clock Select is <*>. Phy JTAG Reset is <*>. ASIC JTAG Reset is <*>. Temperature Mask is <*>. No temperature error. Temperature Limit Error Latch is <*>. PGOOD is <*>. PGOOD error latch is <*>. MPGOOD is <*>. MPGOOD error latch is <*>. The <*> volt rail is <*>. The <*> volt rail is <*>."
E67,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>"
E68,idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=<*> Source line=<*> Function=<*>
E69,Node card status: no ALERTs are active. Clock Mode is <*>. Clock Select is <*>. Phy JTAG Reset is <*>. ASIC JTAG Reset is <*>. Temperature Mask is <*>. No temperature error. Temperature Limit Error Latch is <*>. PGOOD IS <*>. PGOOD ERROR LATCH IS <*>. MPGOOD IS <*>. MPGOOD ERROR LATCH IS <*>. The <*> volt rail is <*>. The <*> volt rail is <*>.
E70,"PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>"
E71,rts tree/torus link training failed: wanted: <*> got: <*>
E72,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected
E73,"ciod: Error loading <*>: invalid or missing program image, Exec format error"
E74,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>: Link has been severed
E75,rts: kernel terminated for reason <*>
E76,ciod: generated <*> core files for program <*>
E77,iar <*> dear <*>
E78,"NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)"
E79,Lustre mount FAILED : <*> : point <*>
E80,<*> torus receiver x+ input pipe error(s) (dcr <*>) detected and corrected
E81,ciod: pollControlDescriptors: Detected the debugger died.
E82,"ciod: In packet from node <*> (<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)"
E83,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected
E84,suppressing further interrupts of same type
E85,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
E86,critical input interrupt (unit=<*> bit=<*>): warning for torus y+ wire
E87,"ciod: Error loading <*>: invalid or missing program image, Permission denied"
E88,data cache search parity error detected. attempting to correct
E89,<*> complete
E90,critical input interrupt (unit=<*> bit=<*>): warning for torus z- wire
E91,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>"
E92,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected
E93,"critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type"
E94,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds
E95,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>"
E96,Lustre mount FAILED : <*> : block_id : <*>
E97,MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>)
E98,"ciod: Error reading message prefix on CioStream socket to <*>, Connection timed out"
E99,"ciod: Error reading message prefix on CioStream socket to <*>, Connection reset by peer"
E100,dbcr0=<*> dbsr=<*> ccr0=<*>
E101,"ciod: Error reading message prefix on CioStream socket to <*>, Link has been severed"
E102,r24=<*> r25=<*> r26=<*> r27=<*>
E103,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds
E104,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
E105,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
E106,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds"
E107,"PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>"
E108,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>"
E109,total of <*> ddr error(s) detected and corrected over <*> seconds
E110,minus normalized number..................<*>
E111,fraction rounded.........................<*>
E112,"critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type"
E113,size of scratchpad portion of L3.........<*> (<*>)
E114,ciod: LOGIN chdir(<*>) failed: Input/output error
E115,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds
E116,"ciod: Error loading <*>: program image too big, <*> > <*>"
E117,fpr29=<*> <*> <*> <*>
E118,Machine State Register: <*>
