EventId,EventTemplate
E1,"printFreezingDisplayLogsopening app wtoken = AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}}, allDrawn= <*>, startingDisplayed = <*>, startingMoved = <*>, isRelaunching = <*>"
E2,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
E3,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
E4,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide
E5,visible is system.time.<*>
E6,mVisiblity.getValue is <*>
E7,visible is <*>
E8,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>"", ws=<*>, uid=<*>, pid=<*>"
E9,"updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>"
E10,updateDimmedActivatedHideSensitive overlap:<*>
E11,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output
E12,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>), dockedStackBounds=Rect(<*>)"
E13,cancelAutohide
E14,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>"
E15,Destroying surface Surface(name=<*>) called by <*> <*> <*> <*> <*> <*>
E16,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>"
E17,"orientation change is complete, call <*>"
E18,Screen frozen for +<*> due to Window{<*> u0 <*>}
E19,startAnimation begin
E20,startAnimation <*>
E21,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching
E22,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED"
E23,"Application requested orientation <*>, got rotation <*> which has compatible metrics"
E24,shouldBlockLocation running ...
E25,shouldBlockLocation ret:<*>
E26,getNeighboringCellInfo calling app is <*>
E27,"Releasing suspend blocker ""<*>""."
E28,HBM brightnessIn =<*>
E29,HBM brightnessOut =<*>
E30,"Animating brightness: target=<*>, rate=<*>"
E31,suspendAutohide
E32,interceptKeyTq keycode=<*> interactive=<*> keyguardActive=<*> policyFlags=<*> down <*> canceled <*>
E33,"interceptKeyBeforeQueueing: key <*> , result : <*>"
E34,resumeSuspendedAutohide
E35,querySoundEffectsEnabled...
E36,"Acquiring suspend blocker ""<*>""."
E37,Bad activity token: android.os.BinderProxy@<*>
E38,java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token
E39,"onTouchEvent::<*>, x=<*>, y=<*>"
E40,schedulePeek
E41,getRingtonePlayer...
E42,disable: < expand <*> alerts <*> back home recent clock navigationbar search quick_settings >
E43,"updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == <*>"
E44,"updateLightsLocked,turn off notificationLight"
E45,"overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>"
E46,"state.clipTopAmount:<*>, i:<*>"
E47,onExpandingStarted
E48,onTrackingStarted
E49,cancelPeek: <*>
E50,"flingToHeight: vel=<*>, expand=<*>, target=<*>, collapseSpeedUpFactor=<*>, expandBecauseOfFalsing=<*>"
E51,onTrackingStopped: <*>
E52,onExpandingFinished
E53,Sending non-protected broadcast <*> from system <*> pkg <*>
E54,logNotificationVisibilityChanges runInThread start
E55,onNotificationVisibilityChanged called
E56,logNotificationVisibilityChanges <*> over
E57,isSimPinSecure mSimDatas is <*> or empty
E58,registerCallback not in UI.
E59,android.util.AndroidRuntimeException: Must execute in UI
E60,*** register callback for <*>
E61,*** unregister callback for <*>
E62,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>
E63,[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=<*>
E64,"onInterceptTouchEvent MotionEvent { action=<*>, actionButton=<*>, id[<*>]=<*>, x[<*>]=<*>, y[<*>]=<*>, toolType[<*>]=<*>, buttonState=<*>, metaState=<*>, flags=<*>, edgeFlags=<*>, pointerCount=<*>, historySize=<*>, eventTime=<*>, downTime=<*>, deviceId=<*>, source=<*> }, mBlockTouches=<*>"
E65,playSoundEffect effectType: <*>
E66,"animateCollapsePanels:flags=<*>, force=<*>, delayed=<*>, mExpandedVisible=<*>"
E67,START u0 {act=<*> flg=<*> cmp=<*> (has extras)} from uid <*> on display <*>
E68,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>"
E69,onNotificationClick called
E70,"cancelNotification,index:<*>"
E71,"cancelNotification,cancelNotificationLocked,callingUid = <*>,callingPid = <*>"
E72,"cancelNotificationLocked called,tell the app,reason = <*>"
E73,cancelNotificationLocked:<*>|com.tencent.mobileqq|<*>|null|<*>
E74,"cancelNotificationLocked,remove =<*>"
E75,applyOptionsLocked: Unknown animationType=<*>
E76,"Taking screenshot from Surface with crop:[Rect(<*>, <*> - <*>, <*>)], width:[<*>], height:[<*>], minLayer:[<*>], maxLayer:[<*>], inRotation:[<*>], rot:[<*>]"
E77,removeNotification:<*>|com.tencent.mobileqq|<*>|null|<*>
E78,"updateNotificationShade: total=<*>, active=<*>"
E79,The change in focus caused us to need to do a layout begin
E80,The change in focus caused us to need to do a layout end
E81,setLightsOn(true)
E82,removeNotificationChildren
E83,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> bnds=[<*>][<*>] }"
E84,"Skipping, withExcluded: <*>, tr.intent:Intent { act=<*> flg=<*> cmp=<*> (has extras) }"
E85,"Skipping, withExcluded: <*>, tr.intent:Intent { flg=<*> cmp=<*> (has extras) }"
E86,"getRecentTasks: num=<*>,flags=<*>,totalTasks=<*>"
E87,getRecentTasks: topActivity=ComponentInfo{<*>}
E88,"cancelNotificationWithTag pid <*>,uid = <*>,tag = <*>,pkg =<*>,id =<*>"
E89,makeExpandedInvisible: mExpandedVisible=<*>
E90,closeQs
E91,instantCollapse
E92,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output
E93,isMusicActive...
E94,"Start dump, calling from : pid=<*>, uid=<*>"
E95,setWiredDeviceConnectionState type: <*> state: <*>
E96,"ActivityManagerService,attachApplication,callingPid = <*>"
E97,isBluetoothA2dpOn...
E98,isBluetoothScoOn...
E99,getLastAudibleStreamVolume treamType: <*>
E100,getDevicesForStream streamType: <*>
E101,cleanUpApplicationRecord -- <*>
E102,"cleanUpApplicationRecordLocked, pid: <*>, restart: <*>"
E103,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>"
E104,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=<*>
E105,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>
E106,getMode...
E107,setSpeakerphoneOn on: <*>
E108,"sending alarm Alarm{aa90550 type <*> when <*> PendingIntent{<*>: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = <*>,listenerTag =<*>"
E109,Received TIME_TICK alarm; rescheduling
E110,scheduleTimeTickEvent triggerAtTime = <*>
E111,received broadcast <*>
E112,handleTimeUpdate
E113,"sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}},repeatInterval = <*>,listenerTag =<*>"
E114,Killing <*> (adj <*>): empty for <*>
E115,Unable to start service Intent { act=<*> cmp=<*> } U=<*>: not found
E116,unregisterAudioFocusListener...
E117,abandonAudioFocus
E118,"[HSM] stayAwake false uid: <*>, pid: <*>"
E119,Pid:<*> MediaPlayer destructor
E120,Process <*>:qzone (pid <*>) has died
E121,Scheduling restart of crashed service <*> in <*>
E122,"new Process app=ProcessRecord{<*> <*>}, name: <*>, euid: <*>"
E123,Start proc <*> for service <*>
E124,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=[<*>] sound=<*> tick defaults=<*> flags=<*> color=<*> vis=PRIVATE)
E125,enqueueNotificationInternal: n.getKey = <*>
E126,getRingerMode...
E127,addNotification key=<*>|<*>|<*>|<*>|<*>
E128,mHeadsUpExistenceChangedRunnable
E129,Marking notification as seen <*>|<*>|<*>|<*>|<*>
E130,onNotificationExpansionChanged called
E131,START u0 {act=<*> cat=<*> flg=<*> cmp=<*> bnds=<*>} from uid <*> on display <*>
E132,"ACTIVITY check resid: <*>, size=<*>"
E133,getAllCellInfo is blocked by permission manager . callingPackage = <*>
E134,getCellLocation is blocked by permission manager uid:<*> pid:<*>
E135,isWiredHeadsetOn...
E136,"setDataSource(<*>, <*>, <*>)"
E137,getStreamVolume treamType: <*>
E138,"updateIsPoweredLocked: wasPowered=<*>, mIsPowered=<*>, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*>"
