EventId,EventTemplate
E1,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!
E2,Invalid user <*> from <*>
E3,input_userauth_request: invalid user <*> [preauth]
E4,pam_unix(sshd:auth): check pass; user unknown
E5,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
E6,Failed password for invalid user <*> from <*> port <*> ssh2
E7,Connection closed by <*> [preauth]
E8,Received disconnect from <*>: <*>: Bye Bye [preauth]
E9,Failed password for <*> from <*> port <*> ssh2
E10,message repeated <*> times: [ Failed password for <*> from <*> port <*> ssh2]
E11,Disconnecting: Too many authentication failures for <*> [preauth]
E12,PAM <*> more authentication failures; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>
E13,PAM service(sshd) ignoring max retries; <*> > <*>
E14,Did not receive identification string from <*>
E15,error: Received disconnect from <*>: <*>: <*>: Auth fail [preauth]
E16,Received disconnect from <*>: <*>: Closed due to user request. [preauth]
E17,Failed <*> for invalid user <*> from <*> port <*> ssh2
E18,PAM <*> more authentication failures; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
E19,PAM <*> more authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>
E20,error: Received disconnect from <*>: <*>: No more user authentication methods available. [preauth]
E21,Accepted password for <*> from <*> port <*> ssh2
E22,pam_unix(sshd:session): session opened for user <*> by (uid=<*>)
E23,Received disconnect from <*>: <*>: disconnected by user
E24,pam_unix(sshd:session): session closed for user <*>
E25,fatal: Write failed: Connection reset by peer [preauth]
