Content,Tmps,EventTemplate
"printFreezingDisplayLogsopening app wtoken = AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}}, allDrawn= false, startingDisplayed =  false, startingMoved =  false, isRelaunching =  false","printFreezingDisplayLogsopening app wtoken = {{variable}}, allDrawn= false, startingDisplayed =  false, startingMoved =  false, isRelaunching =  false","printFreezingDisplayLogsopening app wtoken = <*>, allDrawn= <*>, startingDisplayed = <*>, startingMoved = <*>, isRelaunching = <*>"
"acquire lock=233570404, flags=0x1, tag=""View Lock"", name=com.android.systemui, ws=null, uid=10037, pid=2227","acquire lock={{variable}}, flags={{variable}}, tag=""{{variable}}"", name={{variable}}, ws={{variable}}, uid={{variable}}, pid={{variable}}","acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready={{variable}},policy={{variable}},wakefulness={{variable}},wksummary={{variable}},uasummary={{variable}},bootcompleted={{variable}},boostinprogress={{variable}},waitmodeenable={{variable}},mode={{variable}},manual={{variable}},auto={{variable}},adj={{variable}}.0userId={{variable}}","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>"
Skipping AppWindowToken{df0798e token=Token{78af589 ActivityRecord{3b04890 u0 com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity t761}}} -- going to hide,Skipping AppWindowToken{{{variable}}} -- going to hide,Skipping <*>} -- going to hide
visible is system.time.showampm,,<*> is <*>
mVisiblity.getValue is false,{{function}} is {{boolean}},<*> is <*>
visible is system.charge.show,,<*> is <*>
mVisiblity.getValue is false,{{function}} is {{boolean}},<*> is <*>
visible is system.call.count gt 0,visible is system.call.count gt 0,visible is system.call.count gt <*>
mVisiblity.getValue is false,{{function}} is {{boolean}},<*> is <*>
visible is system.message.count gt 0,visible is system.message.count gt 0,visible is system.message.count gt <*>
mVisiblity.getValue is false,{{function}} is {{boolean}},<*> is <*>
visible is system.ownerinfo.show,,<*> is <*>
mVisiblity.getValue is false,{{function}} is {{boolean}},<*> is <*>
"release:lock=233570404, flg=0x0, tag=""View Lock"", name=com.android.systemui"", ws=null, uid=10037, pid=2227","release:lock={{variable}}, flg={{variable}}, tag=""{{variable}}"", name={{variable}}, ws={{variable}}, uid={{variable}}, pid={{variable}}","release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
