Content,Tmps,EventTemplate
"printFreezingDisplayLogsopening app wtoken = AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}}, allDrawn= false, startingDisplayed =  false, startingMoved =  false, isRelaunching =  false","o
p
e
n
i
n
g
 
a
p
p
 
w
t
o
k
e
n
 
=
 
A
p
p
W
i
n
d
o
w
T
o
k
e
n
{
9
f
4
e
f
6
3
 
t
o
k
e
n
=
T
o
k
e
n
{
a
6
4
f
9
9
2
 
A
c
t
i
v
i
t
y
R
e
c
o
r
d
{
d
e
9
2
3
1
d
 
u
0
 
c
o
m
.
t
e
n
c
e
n
t
.
q
t
.
q
t
l
/
.
a
c
t
i
v
i
t
y
.
i
n
f
o
.
N
e
w
s
D
e
t
a
i
l
X
m
l
A
c
t
i
v
i
t
y
 
t
7
6
1
}
}
}
,
 
a
l
l
D
r
a
w
n
=
 
f
a
l
s
e
,
 
s
t
a
r
t
i
n
g
D
i
s
p
l
a
y
e
d
 
=
 
 
f
a
l
s
e
,
 
s
t
a
r
t
i
n
g
M
o
v
e
d
 
=
 
 
f
a
l
s
e
,
 
i
s
R
e
l
a
u
n
c
h
i
n
g
 
=
 
 
f
a
l
s
e","printFreezingDisplayLogsopening app wtoken = AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}}, allDrawn= <*>, startingDisplayed = <*>, startingMoved = <*>, isRelaunching = <*>"
"acquire lock=233570404, flags=0x1, tag=""View Lock"", name=com.android.systemui, ws=null, uid=10037, pid=2227","a
c
q
u
i
r
e
 
l
o
c
k
=
{
{
}
}
,
 
f
l
a
g
s
=
{
{
}
}
,
 
t
a
g
=
""
{
{
}
}
""
,
 
n
a
m
e
=
{
{
}
}
,
 
w
s
=
{
{
}
}
,
 
u
i
d
=
{
{
}
}
,
 
p
i
d
=
{
{
}
}","acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","r
e
a
d
y
=
t
r
u
e
,
p
o
l
i
c
y
=
3
,
w
a
k
e
f
u
l
n
e
s
s
=
1
,
w
k
s
u
m
m
a
r
y
=
{
{
}
}
,
u
a
s
u
m
m
a
r
y
=
{
{
}
}
,
b
o
o
t
c
o
m
p
l
e
t
e
d
=
t
r
u
e
,
b
o
o
s
t
i
n
p
r
o
g
r
e
s
s
=
f
a
l
s
e
,
w
a
i
t
m
o
d
e
e
n
a
b
l
e
=
f
a
l
s
e
,
m
o
d
e
=
f
a
l
s
e
,
m
a
n
u
a
l
=
3
8
,
a
u
t
o
=
-
1
,
a
d
j
=
0
.
0
u
s
e
r
I
d
=
0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
Skipping AppWindowToken{df0798e token=Token{78af589 ActivityRecord{3b04890 u0 com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity t761}}} -- going to hide,"S
k
i
p
p
i
n
g
 
A
p
p
W
i
n
d
o
w
T
o
k
e
n
{
{
t
o
k
e
n
=
T
o
k
e
n
{
A
c
t
i
v
i
t
y
R
e
c
o
r
d
{
 
u
0
 
}
}
}
 
-
-
 
g
o
i
n
g
 
t
o
 
h
i
d
e",Skipping <*>} -- going to hide
visible is system.time.showampm,,<*> is <*>
mVisiblity.getValue is false,"{
{
f
u
n
c
t
i
o
n
N
a
m
e
}
}
 
i
s
 
{
{
v
a
l
u
e
}
}",<*> is <*>
visible is system.charge.show,,<*> is <*>
mVisiblity.getValue is false,"{
{
f
u
n
c
t
i
o
n
N
a
m
e
}
}
 
i
s
 
{
{
v
a
l
u
e
}
}",<*> is <*>
visible is system.call.count gt 0,"v
i
s
i
b
l
e
 
i
s
 
s
y
s
t
e
m
.
c
a
l
l
.
c
o
u
n
t
 
g
t
 
0",visible is system.call.count gt <*>
mVisiblity.getValue is false,"{
{
f
u
n
c
t
i
o
n
N
a
m
e
}
}
 
i
s
 
{
{
v
a
l
u
e
}
}",<*> is <*>
visible is system.message.count gt 0,"v
i
s
i
b
l
e
 
i
s
 
s
y
s
t
e
m
.
m
e
s
s
a
g
e
.
c
o
u
n
t
 
g
t
 
0",visible is system.message.count gt <*>
mVisiblity.getValue is false,"{
{
f
u
n
c
t
i
o
n
N
a
m
e
}
}
 
i
s
 
{
{
v
a
l
u
e
}
}",<*> is <*>
visible is system.ownerinfo.show,,<*> is <*>
mVisiblity.getValue is false,"{
{
f
u
n
c
t
i
o
n
N
a
m
e
}
}
 
i
s
 
{
{
v
a
l
u
e
}
}",<*> is <*>
"release:lock=233570404, flg=0x0, tag=""View Lock"", name=com.android.systemui"", ws=null, uid=10037, pid=2227","r
e
l
e
a
s
e
:
l
o
c
k
=
{
{
l
o
c
k
}
}
,
 
f
l
g
=
{
{
f
l
g
}
}
,
 
t
a
g
=
""
{
{
t
a
g
}
}
""
,
 
n
a
m
e
=
{
{
n
a
m
e
}
}
""
,
 
w
s
=
{
{
w
s
}
}
,
 
u
i
d
=
{
{
u
i
d
}
}
,
 
p
i
d
=
{
{
p
i
d
}
}","release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>"", ws=<*>, uid=<*>, pid=<*>"
"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","r
e
a
d
y
=
t
r
u
e
,
p
o
l
i
c
y
=
3
,
w
a
k
e
f
u
l
n
e
s
s
=
1
,
w
k
s
u
m
m
a
r
y
=
{
{
}
}
,
u
a
s
u
m
m
a
r
y
=
{
{
}
}
,
b
o
o
t
c
o
m
p
l
e
t
e
d
=
t
r
u
e
,
b
o
o
s
t
i
n
p
r
o
g
r
e
s
s
=
f
a
l
s
e
,
w
a
i
t
m
o
d
e
e
n
a
b
l
e
=
f
a
l
s
e
,
m
o
d
e
=
f
a
l
s
e
,
m
a
n
u
a
l
=
3
8
,
a
u
t
o
=
-
1
,
a
d
j
=
0
.
0
u
s
e
r
I
d
=
0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>"
Skipping AppWindowToken{df0798e token=Token{78af589 ActivityRecord{3b04890 u0 com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity t761}}} -- going to hide,"S
k
i
p
p
i
n
g
 
A
p
p
W
i
n
d
o
w
T
o
k
e
n
{
{
t
o
k
e
n
=
T
o
k
e
n
{
A
c
t
i
v
i
t
y
R
e
c
o
r
d
{
 
u
0
 
}
}
}
 
-
-
 
g
o
i
n
g
 
t
o
 
h
i
d
e",Skipping <*>} -- going to hide
