Content,Tmps,EventTemplate
Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3180),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=5089),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4088),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2538),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2480),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3713),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3891),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2478),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2969),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4159),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2608),Component State Change: Component {{component}} is in the unavailable state (HWID={{hwid}}),Component State Change: Component <*> is in the unavailable state (HWID=<*>)
clusterAddMember  (command 1902),clusterAddMember  (command {{number}}),clusterAddMember (command <*>)
clusterAddMember  (command 1900),clusterAddMember  (command {{number}}),clusterAddMember (command <*>)
risBoot  (command 1903),{{service}} (command {{command_id}}),<*> (command <*>)
