Content,Tmps,EventTemplate
Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3180),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=5089),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4088),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2538),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2480),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3713),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3891),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2478),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2969),"C
o
m
p
o
n
e
n
t
 
S
t
a
t
e
 
C
h
a
n
g
e
:
 
C
o
m
p
o
n
e
n
t
 
{
{
v
a
r
i
a
b
l
e
}
}
 
i
s
 
i
n
 
t
h
e
 
u
n
a
v
a
i
l
a
b
l
e
 
s
t
a
t
e
 
(
H
W
I
D
=
{
{
v
a
r
i
a
b
l
e
}
}
)",Component State Change: Component <*> is in the unavailable state (HWID=<*>)
